,data,labels,generalisation,group
6099,"I like concerts. No, let me rephrase that - I LOVE concerts. I've been a frequenter of Amos' Southend since I invaded the QC 10 years ago and have seen acts from Hatebreed to Rusted Root. You can say, I've been here my fair share and I keep coming back!\n\nWhat's to Love:\n\n1. Amos' isn't a genre exclusive venue. If you like variety, you'll love to keep checking back to see what bands are coming through.\n2. There isn't a bad place to stand; from the balcony to the floor, you'll always find a good place to watch the stage.\n3. The drink prices are very reasonable... $3.50 for most domestic beers.\n4. The security doesn't play around; one look at them and you know that they're for real. You can feel safe and know that if something goes down, it will be promptly taken care of and removed.\n5. Clear audio; I've never been to a show that didn't deliver quality sound.\n\nIf you're looking for seating, sadly, this place will not be your cup of tea. Standing room only, folks!",ood,far-OOD,validation
6100,Great sandwiches and very reasonable price.  I got the roast beef sandwich.  Highly recommended for any budget conscious family trying to not spend a fortune for lunch.,ood,far-OOD,validation
6101,"My wife and I went to the wild horse pass resort last year for our anniversary and loved it, so when we got a free room voucher for Vee Quiva we were pretty excited to celebrate our following anniversary there.  The rooms were just as good as wild horse pass but everything else about the resort was sub-par.  \n\nWe were shocked the pool closes at 9pm but after walking by to see it I could understand why, there wasn't a bartender staffed at the bar and the scene there looked like something you would see at a retirement home.  There wasn't even a single person in the pool and no music to help distract you from the mello crowd, guess that's what headphones are for.\n\nWe decided to try out the bingo hall and later regret that decision.  We've been to all the other major bingo halls around Phoenix but this one had different games and drawings taking place that we had never seen before.  After making it clear to the bingo teller we needed further explanation we were immediately given the \""read today's gaming sheet\"".  Make sure you bring in food because if you get hungry you have to fight everyone off during intermission to get in line at the food court inside the casino.  \n\nThe 24/7 coffee house cafe was advertising their prime rib special ($7.99) but of course when heading over to it we were greeted by a large sign stating it was closed for maintenance after 10pm.  It was 11 at the time and their were still tables being used.  The staff couldn't give us a clear answer as to when they re-open but we found out the following day it was open early in the morning.  \n\nMy not so favorite part of my stay was the harassment given by security staff when entering the casino from the hotel.  Their piss poor attitude towards guess and poor customer service was mind boggling to us.  We were told (not politely) to dump out or chug our beers that we took from our room before entering the casino floor.  When explaining to them we weren't aware of their policy and were apologetic the security guy responds with \""just get rid of them\"" with a confrontational tone.  The second time around we were pulled aside because our red bulls smelled like they had \""a hint of alcohol\"" in them, which there wasn't.  I told the security guard (different) she was mistaken but we would be cooperative.  She of course gives me a scowl look and doesn't say anything...had to ask people near by if I said something wrong and they were just as puzzled.\n\nOn a more positive note, their were a couple BJ dealers and pit bosses that were great to talk to and accommodating as well.  In fact, a slot machine tenet looked all over the casino to find a slot that had my lucky numbers listed on its sticker for me, which made my night!",ood,far-OOD,validation
6102,"The dance floor isn't quite big enough for large parties. It's long and narrow so progressive dances become very problematic. It's more like a bowling ally than a dance floor! This only becomes a problem when medium sized crowds are there -- like 15 couples on the floor simultaneously. \n\nAmbiant is a good place to take small group lessons or privates because in addition to the ballroom floor there are three smaller rooms for private lessons. \n\nThe sound system is substandard and gets worse as the size of the party grows.\n\nThe owner is a knowledgeable dance instructor and his staff are very capable. He is very enthusiastic about the studio and that counts for a lot when it comes to building a dance community.\n\nThe location is odd but once you know where it is, it's easy to find right off the 101.\n\nThe Scottsdale area should have a ballroom that can provide for 100+ dancers but Ambiant isn't it.",ood,far-OOD,validation
6103,"Last night was our second visit to the TapHouse Kitchen.  The fish and chips (walleye pike) were great both visits.  The quail egg sliders are also super.  Last night we had one of the several flat breads offered.  It was terrible.  It was served cold and tasted like cardboard. I guess we should have said something at the time. On both occasions the noise level was horrendous.  During the first visit the place was fairly full, last night we were early and there were only several tables occupied in the bar area with a dozen or so people where we were seated.  You could not have a normal conversation. It is definitely not a place to have a relaxing drink and meal.",ood,far-OOD,validation
6104,Great setting and atmosphere \nGood food for a special dinner\nUnique menu if you are game for experimenting\nThank you for using locals\nWe were treated a dessert for our anniversary\nBut they charged us a dollar for it anyway \nVery odd\nAnd it was deep fried doughnut holes\nYikes\nI was disappointed\nWe were ready to order a nice dessert\nI have not eaten deep fried in over 30 years\nThat was not a happy ending\nThe coffee was good \nWe would go back maybe for lunch and dinner,ood,far-OOD,validation
6105,"I come here because it's the closest spot to my house. The staff is awful, but the men who work there are much easier to deal with than the women. ANY TIME I have dealt with a female, I've walked out without finishing what I came to do. They are so unhelpful and RUDE! \n\nI walked in to pay a bill and only had $100.00 bill on me. Th lady who greeted me tried to send me to the kiosks and I told her, no I want to talk to a HUMAN. Then she said \""I don't have change, but you can go to chili's and get change\"" at that point she was lucky I didn't slap her. Basically she was tellin me NO ONE paid with cash that day? I call bullshit. Had she been nicer I wouldn't be yelping my horrible experience but she got all snarky the minute I didn't want to use to kiosks. I guess doing a job you get paid to is too hard to manage. I didn't get her name but I will be getting it!\n\nYou would think that since Verizon is the most expensive service, they would have better representatives, but they have like the worst customer service which is just not worth renewing my contract for.",ood,far-OOD,validation
6106,"Drive a couple extra minutes and go to Stephanie or Eastern.\n\nWe went there on Friday 10/17 around 8 PM. From the time we walked in, all the employees were scrambling around doing their side work to close up shop even though they closed two hours later. The young woman behind the counter making our food could not hear us multiple times, which is fine, but at least have a little common courtesy. The word \""what?\"" came out of her mouth about 16 times throughout the time we ordered. She was unfamiliar with the menu and how to prepare the food. She turned my daughter's quesadilla into what looked like pile of regurgitated cheese, chicken, and flour tortilla. \n\nThey said they had no steak for my burrito and I was not told they were making more or more was on its way. I doubt they ran out that early on a Friday night and I'm sure they were just simply too lazy to cook more. When we checked out, the girl at the register tried to charge us for two extra sides of chicken which were never ordered.\n\nInside and outside, the place looked a like a tornado tore through. Three of the tables still had trays with trash from previous guests that were there before. Both trash cans outside were overfilled with trash with some trash on the ground.\n\nIt wasn't a good experience for my family at all and I don't think it will change anytime soon. I'm going to Stephanie next time and recommend you go to another location also.",ood,far-OOD,validation
6107,"Love this place! In addition to little finds now and again, I bought my dining room table and chairs there. They are my most loved furniture. Like everything at FL, high quality and unique. Too bad they moved to St. Joe.",ood,far-OOD,validation
6108,"Sunglasses were stolen out of the glovebox. The onsite manager and KIDS that washed my car gave me attitude about it afterwards. Cops came. Still no sunglasses. Best part, their Corporate VP offered me free car washes as the \""best they could do\"" even after admitting to me he'd never go back to a place that stole from him! AVOID FULL CIRCLE CAR WASH AT ALL COSTS!!!",ood,far-OOD,validation
6109,"It ain't all that, y'all. First time I found the good rather greasy and westernized. Second time biryani was undercooked and not impressively spiced. The mango lassi and raita were very good tho! No sweets! Misnomer there...",ood,far-OOD,validation
6110,"The Pub at Gateway is somewhat oddly situated, considering that it's just around the corner from the larger and more popular Cedar St. Tavern, and like a lot of the Gateway area establishments, it's a smaller place catering almost exclusively to those residents who live in the area, i.e. you're driving from somewhere else in town to get to this place. It's fine if you live nearby, but is otherwise not worth any travel. \n\nWhat I like most about the Pub is that its mellow--never too crowded, never too loud--but never totally empty. It's great for an after-work drink with a friend, or have a beer or two while watching a game on one of the TVs. There are quite a few \""regulars\"" who populate the place, so there's a nice familiarity and coziness to the place. \n\nThere's a nice little outdoor area if the weather's nice, and the tables are usually available, which is rare in the area of Charlotte. The food's pretty good but nothing special (again, it's bar food, after all) but the Pub has great beer specials that change regularly. You'll never really pay too much for a drink, which is definitely nice. Nearby restaurants and pick-up places make it an ideal waiting place before grabbing grub elsewhere. \n\nOn some nights, the place can be a little wilder (try it on a Thurs if this is what you're looking for), but most of the time it's pretty sleepy, which is just what Gateway likes.",ood,far-OOD,validation
6111,"Bella Italia is a series of Italian restaurants which are open up and down the country.  This one is situated on the Royal Mile and so is certainly targetting the tourists.  As a result, none of it is particularly cheap and most mains cost \u00a310 or more, especially if you go for the seafood.  \nI came here with some friends a few months ago.  Although the food was good, you can definitely find better in the locality for far cheaper.  The menu has a good range of authentic Italian dishes and I went for the penne with chicken in a roasted pepper and wine sauce.  \nOur food took a while to arrive, but when it did it was served in decent portions and tasted pretty good.\nBella Itali has some nice food on offer, but you'll probably go away expecting more for your money.",ood,far-OOD,validation
6112,"If I could give this place negative stars, I would.  \n\nThis place sucked.  All-around.  The only positive note I have is they had the most recent US Weekly.  Let me start from the beginning...\n\nI went here b/c I was driving home from work and decided that it had been at least 5 days since my last pedicure, my co-workers were extra bitchy today and I deserved 25 minutes of pampering.  So I stopped when I saw the first nail salon.  This strategy works 9/10, so don't fault me for that, trust me, it works.\n\nI walk in and they get me in right away.  I pick my color and sit down.  No massaging chair, no magazines (I had to ask for one) and nowhere to put my purse.  Whatever.  So, the girl comes along and does my pedicure...it's fine, not great, but not awful.  I was rather annoyed that she didn't even dry off my legs and just slapped on some cream.  Cream + watery legs = awkwardness in my opinion.\n\nSo, I'm heavily involved in reading my updates on The Jersey Shore and Brangelina when I happen to glance down and she's painting a white flower on my toes.  What?  No.  No, no no.  I do not want a flower.  So I made her take it off and re-paint my big toes.  Who does that?  You ask before you put something so painfully feminine on my feet.  Seriously.\n\nNow, this is where things take a turn for the worse.  I go to pay.  And let me tell you, I haven't paid more than $30 for a pedicure in this town...EVER.  So, they tell me it's going to be $45.  WHAT?  Was that OPI nailpolish made of gold?  Did I just blackout?  Whatever, I move on...nothing I can do now. I hand her my credit card.  She says \""no credit card, use ATM in the corner.\""  Uh, what?  So I realize they don't take credit cards or checks.  I have to go withdrawl cash from their mother f^$*^%& ATM machine in the corner that charges me $5 (on top of whatever my bank will charge me) so I can pay for my terrible pedicure.  \n\nThis place stinks...there's way too  much competition out there to charge and treat customers like this...DO NOT GO HERE.  Drive down 50 more feet for another salon.",ood,far-OOD,validation
6113,"We did the combo appetizer plate-hummus, dates stuffed w blue cheese, shrimp wrapped in spanakopita, stuffed grape leaves. Hummus and dates - 2 thumbs up! We did the Queen's feast... a prix fixe menu consisting of an app, entree and dessert.  I got the Duck Sausage & Sweet Onion Flatbread, Grilled Prime Flank Steak & Blackberry & Port Semifreddo. All delicious! The flatbread w duck sausage could have been a meal by itself. I had a glass of rioja w my flank steak based on a recommendation from our waiter. Good choice but the wine wasn't the ideal pairing. The seasoning on the steak was too much for the wine. Should have gone w a Cab or Zin. The duck sausage would have gone well w the rioja. Alas, I was still working on a glass of sauvignon blanc when it came.  My wife got Lomo Wrapped Tiger Prawns, Crispy Rotisserie Roasted Poussin and Dark Chocolate & Almond Crostada. The prawns and crostada were amazing. Our server was very familiar with food prep and ingredients used. Very helpful! Overall, great for a night out when you want a good meal in an energetic environment. Good wine list!",ood,far-OOD,validation
6114,"Was the worst experience,  was there for hours,  didn't get the color I was told I would get, had paint on my forehead and face .I was told that I could get it off with makeup remover when I got home. I have never paid so much for something so lousy. Never again.",ood,far-OOD,validation
6115,"Love this urgent care. I've had to take my son there several times because his own doctor was unable to see him. Each time, we saw capable medical personnel. I'm not a fan of PA's, but here I was impressed. Plus they have X-ray services on site. At our pediatrician, I would have had to take my child to a separate location for a chest X-ray. This urgent care is fast, friendly and reliable. I've told lots of friends about this office. Keep up the great work!!",ood,far-OOD,validation
6116,Loved their freshly made pizza. They make it right in front of you with all the ingredients you want. I had the Margharita Pizza with ricotta and olive oil.  Food was awesome and I really liked their Yelp check in deal. I got free dessert with my pizza.  Will be coming back for more.,ood,far-OOD,validation
6117,"Took a cab ride from the Strip to check out the pawn shop, as I'm a big fan of the show. We only waited 10-15 minutes to get in, but unfortunately didn't get to see any of 'the guys'. Though the pawn shop seemed fairly busy, I don't feel like the staff rushed us through or anything. I'm not sure this was worth $40 in cab fares, but it's a neat stop otherwise.",ood,far-OOD,validation
6118,"Took my wife here for a mothers day manicure/pedicure.  I could not believe how poor of a job they did.  They didn't spend hardly any time massaging her arms and legs. They rushed her throughout the entire process.  At the end, it cost her $115!!!!!!!!  She gets gel nails at many other locations for around $60-70 and do a far better job.  We will never be coming back here again, save yourselves money and get a better job done and go somewhere else",ood,far-OOD,validation
6119,"My friends and I always used to get a kick out of going for ghetto Korean food as we called it... I loved the spicy fried noodles. I tend to like everything to be spicy but this stuff was to the level you could barely eat it! I dont know why but that made it all the more appealing to me. Yum, I do miss those noodles!",ood,far-OOD,validation
6120,Amazing dinner and service!  Filet was cooked perfectly.  If you are celebrating a special night and a meat eater - Go there you won't be disappointed.,ood,far-OOD,validation
6121,"Great ambiance, decor is hip and well designed. Food is nothing special, tastes like every other Chinese restaurant that I have been to. The first older woman who came to our table was less than friendly, actually made us feel unwelcomed. Younger male waiter was friendly, but he kept getting yelled at by the older woman, so that threw him off his game, I think!  (All because he didn't ask me for my credit card for the $30 deposit for my Moscow mule copper cup!)  Drinks took forever, food slow.  Don't go out of your way to get here!",ood,far-OOD,validation
6122,"Luckily...imagine that..I mentioned luck in a review for a location in Vegas haha....anywho...luckily this place has ALWAYS been good to me.  \nIn Vegas this past weekend a few friends and I decided to walk over to the nearest FT I knew of..which I thought was FT in Planet Hollywood (I was incorrect. Since we stayed at the Mirage the closest location was in Caesar's Forum Shops).  I grabbed a 190 Octane and Hurricane mix (add shot) in a tall mug and started sipping.  About 2 inches into my drink I was feeling FINE.  \nThe bartender was a great help, offering different mixes to my friends.  A midnight kiss=Bellini and Strawberry mix=yummo.  Oh my gosh. \nThe value is pretty great considering how hammered you can get just from tasting...and all of the containers come with lower priced refills, so KEEP THAT CUP!\nPS Just to give you an idea of the strength of these \""drinks\"", yaknow, in case you questioned it....I drank about two inches worth of mine and announced that I needed to \""Quickly slow down before I got too strunk\"" (I believe that was the word I used).  A friend of mine picked up a pair of undies (in Fredrick's) which were covered in the front and see thru lace in the back and announced that they were \""Mullet Undies, cuz they're business in the front and party in the back\""...yeah.  These are strong. \nxo",ood,far-OOD,validation
6123,"I am astounded at all the positive reviews. This place was nasty and overpriced. Yeah, the manager came by with a free, gimmicky, baby cookie, but that doesn't make up for the horrid food. The turkey was dry, the macaroni'n'cheese tasted about as processed as it gets and the vegetables were dry and flavorless. One visit here and I'm donezo. Normally I don't hate a place this much and then get instantly compelled to review it on Yelp, but anyone reading this, go to Jason's Deli or even Subway... BOO!",ood,far-OOD,validation
6124,"Of course, we had to go to Serendipity 3. (As my friend pointed out, they always said, \""Welcome to Serendipity 3!\"") It was a cold, windy night in Vegas, but we still wanted to try their signature Frrrozen Hot Chocolate. We decided to sit outside, because it was really cramped inside--our 15 minute wait lasted for 2 minutes. Outside they have two types of heaters--these giant industrial flat heaters and the flaming towers of fire. Pick the flat heaters--they're stronger and provide wider heat.\n\nMint Frrrozen Hot Chocolate- 3-stars- I've always been a fan of mint chocolate, ever since eating a failed mint chocolate cookie in New York City (not related to Serendipity), but I've always been undecided with hot chocolate flavors. So now, I get mint chocolate whenever I see it--to understand the subtle differences each version makes. This huge cup/bowl is covered with whipped cream. It has a rich chocolate flavor, but the mint is very light. The dish on the bottom acting like a reservoir is very helpful, because you'll find chocolate seeping over the edges constantly. It was very busy, as the waiter told us about three times, while we waited for our hot chocolates--he said the blenders were working as fast as possible. It was funny, since we ended up waiting about as long as we were told to wait for a table. Still, with all things considered, I don't know if the final product was worth the cost.\n\nAmbiance- Being on the Strip, being able to sit above people and look down on them, that's grand. Sitting at night, with a mixture of 40-degree wind and flaming towers, with the lights of Vegas in the background--priceless. The decor and look of the place is great. I really wanted the lounge corner with all the pillows and seats under those great big heaters.\n\nService- Seemed a little disappointed we only ordered frozen hot chocolate, but those babies are not cheap either. My friend got the Espresso, asking for beans, but they said the beans are included in that one--but when she got it, they said they just ran out of beans. Sadness for her. Still, it wasn't too late--about 8 p.m. So they still had a few more hours, and with the popularity of coffee, I assume a lot more espresso orders. So that's a little weird.\n\nConclusion- Go for the notoriety and bragging rights to say, \""I went to Serendipity 3!\"" Go ahead and get the Frrrozen Hot Chocolate, any season since they got good heaters--especially if you're a chocolate lover. But be aware of the popularity, the wait, and time you'll take for your frozen treat. Hey, at least you can look at people on the Strip and when they back you can wave at them! I'm above you! Yay!",ood,far-OOD,validation
6125,"My first Las Vegas buffet experience.. The spread is amazing, and to be honest I did not try even half of the food, but I was excited about the crab legs.. Crab legs were avg at best, although i did love that they put small cuts in them to make it extremely easy to eat. Prime rib was fantastic and surprisingly lean (the cut i got at least) Shrimp/Mussels and sushi selection was below avg. service also below avg.",ood,far-OOD,validation
6126,This place rocks! Love it!!!,ood,far-OOD,validation
6127,The experience was absolutely delightful. Our server Keith made us feel welcome and appreciated.  This is so uncommon from most restaurants.  I'm pretty sure the ladies at the table were blushing from his kindness.  The food was made to perfection.  I can't believe we had dessert too.. If you go for dinner ask for Keith.  You won't be disappointed.,ood,far-OOD,validation
6128,"My friend absolutely loves this place and first took me to the one in Henderson. At first I just thought it was ok but then I tried their white pizza. I was hooked and now that is a must order for me every time. This is very thin crust pizza cooked in a coal oven so it isn't what most people are used to and some may be disappointed if they are looking for more Chicago style pizza. I agree with the other posters that their non-pizza menu items are just ok, the salads are fairly plain and the desserts are just so-so but the pizza is fantastic. It could be a little cheaper but their price point is fair considering the portion size.",ood,far-OOD,validation
6129,"This hotel blew me away, what a great experience. Thrilled to get a complimentary breakfast at the Starbucks inside the hotel. \nI have to mention I picked a spinach pesto panini sandwich, which I'm still thinking about it was that good, made with Great Harvest Bread Company bread. (I just had to ask, now I know why, that bread company is the best ). I doubt I'll find a Starbucks that makes it as good as here.\nThis hotel has got everything right. Lots of nice touches, like bathrobes and shelves with real books in your room. Someone had a lot of fun designing this place.\nBathroom was spotless, I could go on and on. This hotel should not disappoint you. I will not need to look elsewhere, if I come back to Champaign-Urbana.",ood,far-OOD,validation
6130,"Wow how I hate Walmart. Horrible customer service, I get there BEFORE 10pm for a return and they tell me it is too close to 10pm so they refuse it and tell me to come back. Good luck finding anyone who works here that cares.",ood,far-OOD,validation
6131,One of the girls in our group needed a quick bite and none of the restaurants were open so we grabbed a couple chili dogs and an order of chili fries to soak up the alcohol. \nOur order was $30 and the most disgusting fast food I've ever had. How does chili have NO flavor? The dog was dry and flavorless. The fries were soggy and again FLAVORLESS!! I know they can get premium $'s in a hotel but at least sell a better product. Nathan's is famous? Really?\nMust be a boardwalk thing - gross,ood,far-OOD,validation
6132,"Average place for a campus restaurant.  We just had maragaritas and chips and guac/salsa.  The margaritas were tasty, not the best, but tasty.  The salsa tasted like pizza sauce with tabasco and the guac was pretty boring.  But drinks outside on State St. made it worth it.",ood,far-OOD,validation
6133,Decided to try out this place because I was craving for sweets. I ordered the campfire s'mores booze shake.  It has a hint of vodka which was barely noticeable. The shake was really good in the sense that it wasn't too sweet but yet still very flavorful.  I will be back to try the kobe beef burger next time along with some of their other shakes.\n\nI also love the interior decor and the setup of the restaurant.  It's a fun and entertaining place to just hang out.,ood,far-OOD,validation
6134,"DISAPPOINTED! They invested in everything else, except their buffet. \n\nWe came here for dinner on a Tuesday nite. We were really hungry and to not find much of a selection (no prime rib), we were upset. \n\n- Their roast beef was cooked rare. I mean, it was purple! They will, however slap it on the grill to cook it more...but only if you ask. \n- All I had was the made-to-order pasta and sushi salmon. Bit into the salmon and it had ice chunks (I HATE THAT!). Tossed the rice because I'm not about to get full off rice.\n\n$28 per person. Worth it IF all you'll eat is cocktail shrimp and king crab legs. Otherwise, go to Rio World Buffet for more of a selection and less money! If you don't have a car, you can always catch a complimentary shuttle ride from/to Bally's, Paris or Harrah's!",ood,far-OOD,validation
6135,"Decent location.  Rude employees... they only want to sell you stuff, not necessarily help you learn to minimize problems, and clearly returns are not a simple option.  We've been a customer here for a few years to maintain two pools.  For supplies and repairs we pay a few hundred every month.  Don't like how I'm treated by young man working morning/afternoon shift and have taken our business to a place where prices are much better and service is ample.\nThey bought out Shasta Pools, good or bad, we'll limit our visits here to warranty stuff.",ood,far-OOD,validation
6136,"Enjoyed a Sunday afternoon dinner at Carmine's. Ordered the shrimp scampi pizza - was very yummy! Only drawback to it was the scampi sauce was a little thick. \n\n Fairly reasonably priced. Service was very good! I think three different people came over to help out, refill drinks, give us to go boxes, etc. \n\n Only 3 stars because the windows between the dining room and the bar were apparently being replaced and thus covered with plastic and not conducive to a terrific dining atmosphere, but otherwise would probably be 4 stars. Will be back sometime.",ood,far-OOD,validation
6137,I came here for Sunday Brunch and it was nothing special to me.  I guess all of the 5 star reviews are coming from their Dinner Buffet.\n\nThere was nothing outstanding here for breakfast/lunch.\n\nNext time I will try their dinner and really see what its all about.,ood,far-OOD,validation
6138,"I was checked into here in September of 2010. I was extremely ill and disoriented, and I was made to wait in the ER waiting room for 4 hours. After 3 hours, they actually hooked me up to an IV in the waiting room area with patients around me, so everyone coming in got to stare at me. This, to me, was unacceptable. \n\nThe worse of the problems was the billing statement. Mercy Gilbert has been asked several time by both me and my insurance company to forward a complete bill to my insurance. My insurance agency says that I am covered. I receive bills every couple months, and they are all for the full amount, with $0 paid by insurance. This was nearly a year ago, and low and behold I received another bill with the full balance yesterday. I called my insurance (who has always been wonderful) and they said they STILL had not received information- this was the 6th time we have had to ask them for it. I called them today and was promised they would send it over, again. It's a never ending circle, and I will NEVER go back.",ood,far-OOD,validation
6139,"Most of the food I tried here was inedible. I spit the lo mein and potstickers out into my napkin, that's how bad they were. The kung pao chicken was so bland that even dousing it in soy sauce didn't make it edible. Avoid this place at all costs!\n\nUpdate: I am now paying for my bad decision to let someone else pick the restaurant  in a very unpleasant way.",ood,far-OOD,validation
6140,"I doubt I would come here as much if I didn't live so close by. That being said, Crown Station is a nice little bar with a surprisingly good selection of liquor and beer. They also have some pretty decent coffee and specialty drinks. The bar staff is all pretty friendly people as are most of the regulars.\n\nMy favorite night is Tuesday when they do karaoke. There is usually a decent sized crowed and plenty of supportive people. On some nights though, they have rather terrible DJ's who play Dub Step and other non-music sounds.\n\nI'm glad this place is close by. It provides for a nice place to relax after long hours of work. It's a nice little local pub/coffee shop.",ood,far-OOD,validation
6141,"This place is just your avg linen store. Thryve got a large selection of curtains but the longest they carry are 95\"" and of course we need longer than that. I did score some place mats on clearance for .50 :) They've got a little As Seen On TV section and that's about the highlight of that trip.\n\nFriendly workers,  clean & organized store.",ood,far-OOD,validation
6142,"D\u00f6ner und Pizza essbar aber nicht schmackhaft. Um die Mittagszeit dauert es teils recht lange. Die wenigen Sitzpl\u00e4tze sind unbequem, der Laden sehr eng.",ood,far-OOD,validation
6143,Jersey Mike's has the best subs in Charlotte. I like how they cut their meat and cheese in front if you. A clean environment and nice staff makes for a great place to eat lunch!,ood,far-OOD,validation
6144,"The Office.   The food is good, the people are friendly and the service, well sometimes you have to go and ask for someone, but you probably have that elsewhere too.  Some of the men in their should stay silent when your trying to pick up a chick and she is clearly just trying to watch the \""game\"" on ESPN.  However, if your just being socially nice then its ok!  FYI....I already have a Daddy and he lives in Michigan with my wonderful mother...lmao... So, all in all The office is convenient and has a ton of televisions so you won't miss \""your\"" game",ood,far-OOD,validation
6145,"First came in it was empty server/cashier she was nice and helpful she stuck around to see our reaction to the hottest wing \""damn mistake\"" not as hot as I thought but it is a lingering HOT nice that they have an antidote though lol some of the flavors are a bit dry it is worth the all you can eat but for me I wouldn't need all you can eat next time cause it's a big size chicken overall something about the flavors won't bring me back for a crave but for a social.",ood,far-OOD,validation
6146,"Just a bar, nothing that great I'm afraid.",ood,far-OOD,validation
6147,"Just had a coffee and cheese Danish from here while staying at the cosmopolitan. Seriously one of the BEST cheese Danish I've ever had, however it is very pricey (but what isn't in Vegas).",ood,far-OOD,validation
6148,"You can't beat a good schnitzel, and this place is hard to beat. My only complaint is the service isn't the fastest. You man find yourself waiting more than 5 Minutes to get a simple glass of water and a hello from the wait staff. I feel this place with be a solid 4 stars from me if they paid more attention to their customers while they are in the restaurant.",ood,far-OOD,validation
6149,"A group of our friends went to Las Vegas for a wedding. This restaurant is where the guys group decided to go for dinner. It was funny because the girls group went to a steakhouse.\n\nHonestly, the food is very close to 5 stars, but the service was lacking. We waited almost 40 minutes in between the appetizers and entree. They finally started moving once the groom sarcastically asked for a second round of drinks.  Their old fashioned is excellent! The view from the 56th floor of The Palms was really nice too.\n\nI got the escargot appetizer. It was great tasting, although a little small (6 snails). The sauce was awesome with some of the provided bread.\n\nFor my entree I got the Pan Seared Muscovy Duck Breast with Foie Gras & Black Truffle Terrine, Chorizo Sausage, Quinoa, and Chanterelles.  Two other guys got the Lamb and the groom got the filet.  All of it was delicious. I highly recommend the duck and steak.\n\nNo dessert for us.",ood,far-OOD,validation
6150,"I downloaded the yelp app just for this place. I'm already a fan and can't wait to come back. I enjoy eating vegan dishes when I'm dining out and I was pleasantly surprised that they had vegan options even though I didn't expect it at all. There's something for everyone.. Greek pasty's, Italian styled pasty's, Indian, traditional, and even vegan and vegetarian pasty options. \n\nI got the peanut butter and jelly to go.. I'm pretty excited about that one too. Two thumbs up.",ood,far-OOD,validation
6151,"Great food at good prices. Excellent decor, it's definitely unique. Awesome coffee for you java lovers.",ood,far-OOD,validation
6152,"I went here with a group on a tuesday night. They had a special for street tacos and coronitas (tiny coronas). \n\nThe street tacos were pretty good, I mean its not out of this world but worth a try. We also tried their garbage fries which I believe was on their happy hour menu. Those were very tasty. I tried their chicken wings and they weren't anything memorable. \n\nService was ok, not as attentive as I would like. I would probably  try this place again if I am on that side of town.",ood,far-OOD,validation
6153,"As my first randevu to Las Vegas being twenty one years old, I wanted to go big and stay on the strip but since my friend's parents let us use their timeshare, we opted in.  Tahiti village resort is about a 10 minute drive from the strip but they do have a shuttle that runs until 1am and stops at a few different hotels so you can hop off closest to your preferred destination.  You could take the shuttle there and you only have to worry about a taxi for the way back.  Even when us five girls came stumbling back at 4 am the resort attendants were there to open our door and one of them always offered to drive us on his golf cart back to our room because it was Halloween weekend and freezing cold out (the lack of clothes and shoes didn't help either).\n\nIt was a nice place.  The bathrooms were big and had plenty of counter space for all of us to get ready.  There were three flat screen TVs in unit and the kitchen even had a blender.  \n\nIf i were to come back to Vegas I would want to stay right on the strip because I do think it would be a different experience, but for what we ended up paying, this was very worth it.",ood,far-OOD,validation
6154,"Also bought a living social voucher. The first time they didn't show up because the cleaner got \""attacked\"", the SECOND time the cleaner was in an \""accident\"" and they were trying to find a replacement. Now I've been calling for a month, not angry or upset, just saying I want to schedule the service. You know, the one that I already paid for? Guess who doesn't get a phone call back? Pathetic. These people should do jail time for stealing so many people's money. I'm glad that when I call living social today I might actually get a refund. I'll just direct them to these reviews. Wish you could give zero stars, one star seems like too many.",ood,far-OOD,validation
6155,Weird airport setup. Not really a fan.,ood,far-OOD,validation
6156,"A truly great movie experience. I went yesterday for the first time, and it exceeded my expectations. It looks more like a nice modern lounge as opposed to a movie theatre. Shoot, the bathroom was nicer than half the clubs I've been to. There is a nice bar called Salt connected to the theatre- try the mojito with Malibu!\nSo here's a few of the perks Ipic has to offer:\n-Buy tickets online, and choose where you want to sit.\n-Become a member free, and get discounts on tickets and food/drinks.\n-If you upgrade your seats you get reclining chairs - pillows and blankets available upon request. Though regular seating was very comfy as well.\n-there's a wine vending machine!\n-lots of food options.\n-they even sell buckets of beer.\nLocated right smack in the middle of the Q in N. Scottsdale- if your a movie buff definitely check this place out!",ood,far-OOD,validation
